ID;Ano;Mes;Solicitante;Beneficiario;Tipo_Solicitante;Sub_Tipo_Dispensa;Resolucion;Moneda;Valor_CIF_Suma
8926;319;1;Fuerza De Tarea Conjunta Bravo;Fuerza De Tarea Conjunta Bravo;Dispensas Oficiales;Fuerza De Tarea Conjunto Bravo;Con Lugar;1;52820015
8927;319;1;Operacion Sonrisa Honduras;Operacion Sonrisa Honduras;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;1738178
8928;319;1;Importadora Comercial De Roatan S.A.;Importadora Comercial De Roatan S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;1620726
8929;319;1;Nuestros Pequeños Hermanos;Nuestros Pequeños Hermanos;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;3203126
8930;319;1;Programa Mundial De Alimentos Pma;Programa Mundial De Alimentos  Pma;Dispensas Oficiales;Fao/Pma;Con Lugar;1;1345658
8931;319;1;Cruz Roja  Hondureña;Cruz Roja Hondureña;Dispensas Especiales;Cruz Roja Hondureña / Compras;Con Lugar;1;41723
8932;319;1;Cruz Roja  Hondureña;Cruz Roja Hondureña;Dispensas Especiales;Cruz Roja Hondureña / Compras;Con Lugar;1;4747
8933;319;1;Nuestros Pequeños Hermanos;Nuestros Pequeños Hermanos;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;1346752
8934;319;1;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;Cepudo;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;1938871
8935;319;1;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;Cepudo;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;57435
8936;319;1;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;39000
8937;319;1;Municipalidad De Pimienta, Cortes;Brigadas Medicas;Dispensas Oficiales;Municipalidades Donaciones;Con Lugar;1;5591
8938;319;1;Anthonys Key Hotel Corporation S.A. De C.V.;Anthonys Key Hotel Corporation S.A. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;1561427
8939;319;1;Anthonys Key Hotel Corporation S.A. De C.V.;Anthonys Key Hotel Corporation S.A. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;998707
8940;319;1;Bay Island Electric Suply Y Plaza Mar;Bay Island Electric Suply Y Plaza Mar;Dispensas Especiales;Zolitur;Con Lugar;1;1810653
8941;319;1;Bay Island Electric Suply Y Plaza Mar;Bay Island Electric Suply Y Plaza Mar;Dispensas Especiales;Zolitur;Con Lugar;1;2052925
8942;319;1;Iglesia Catolica De Honduras;Arquidiocesis De Tegucigalpa Parroquia La Guadalupe;Dispensas Especiales;Iglesia Catolica De Honduras;Con Lugar;1;2283043
8943;319;1;Organizacion Publicitaria  S.A. Opsa  Editora De Diario La Prensa;Organizacion Publicitaria S.A. Opsa  Diario La Prensa;Dispensas Especiales;Emision Del Pensamiento / Imprentas Y Editoras;Con Lugar;1;988710
8944;319;1;Natalia Gabriela Acosta Kawas;Natalia Gabriela Acosta Kawas;Dispensas Especiales;Hondureño Ausente;Con Lugar;1;625964
8945;319;1;Constructora Queiroz Galvao S A.;Corredor Logistico Carretera Villa De San Antonio-Goascoran Seccion Ii El Quebrachal-Puente San Juan Ii-Goascoran;Solicitud De Venta De Veh;Venta Previo Pago;Con Lugar;1;90790808
8946;319;1;Embajada De Los Estados Unidos De America;Alejandro Fernandez;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;41125
8947;319;1;Embajada De Los Estados Unidos De America;Brian Yung Pau Chang;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;3843
8948;319;1;Empresa Desarrollos Hoteleros De Honduras S.A.De C.V.;Hotel Hyatt San Pedro Sula;Dispensas Especiales;Incentivos Al Turismo;Con Lugar;1;60000
8949;319;1;Generacion Renovable De Honduras S.A. De C.V (Helios);Generacion Renovable Y Ambiental, S.A De C.V (Genera);Dispensas Especiales;Enegia Solar;Con Lugar;1;19020
8950;319;1;Importadora Comercial De Roatan S.A.;Importadora Comercial De Roatan S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;1197138
8951;319;1;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;1719515
8952;319;1;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;442311
8953;319;1;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;1765698
8954;319;1;Merendon Power Plant, S.A. De C.V.;Proyecto Merendon Power Plant;Dispensas Especiales;Energia Hidroelectrica;Con Lugar;1;182365
8955;319;1;Merendon Power Plant, S.A. De C.V.;Proyecto Merendon Power Plant;Dispensas Especiales;Energia Hidroelectrica;Con Lugar;1;2232318
8956;319;1;Catholic Relief Services-United States Catholic Conference Inc.;Catholic Relief Services United States Catholic Conference Inc. (Servicios Catolicos);Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;24700
8957;319;1;Manufactura Tegu S.A De C.V;Manufactura Tegu S.A De C.V;Permisos Especiales De Im;Zonas Libres;Con Lugar;1;16200
8958;319;1;Iglesia Catolica De Honduras;Diocesis De Yoro Parroquia Nuestra Señora De Los Desamparados;Dispensas Especiales;Iglesia Catolica De Honduras;Con Lugar;1;24600
8959;319;1;Empresa Nacional De Energia Electrica  Enee;Empresa Nacional De Energia Electrica  Sinohydro Corporation Limited;Dispensas Oficiales;Empresa Nacional De Energia Electrica;Con Lugar;1;525876493
8960;319;1;Fotovoltaica Los Prados S.A.;Proyecto Fotovoltaica Los Prados;Dispensas Especiales;Enegia Solar;Con Lugar;1;127267
8961;319;1;Roatan Electric Company, S. A.De C. V., (Reco S.A. De C. V.);Roatan Electric Company, S. A.De C. V., (Reco S.A. De C. V.);Dispensas Especiales;Zolitur;Con Lugar;1;88085
8962;319;1;Utila Power Company  S.A. De C.V.;Utila Power Company S.A De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;1876896
8963;319;1;Roatan Electric Company, S. A.De C. V., (Reco S.A. De C. V.);Roatan Electric Company, S. A.De C. V., (Reco S.A. De C. V.);Dispensas Especiales;Zolitur;Con Lugar;1;1699898
8964;319;1;Villas Corporacion S.A De C.V. (Vicorsa);Villas Corporacion S.A De C.V. (Vicorsa);Dispensas Especiales;Zolitur;Con Lugar;1;2850423
8965;319;1;Utila Power Company  S.A. De C.V.;Utila Power Company S.A De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;78050
8966;319;1;Roatan Electric Company, S. A.De C. V., (Reco S.A. De C. V.);Roatan Electric Company, S. A.De C. V., (Reco S.A. De C. V.);Dispensas Especiales;Zolitur;Con Lugar;1;271514
8967;319;1;Atochas  S. De R.L.;Atochas S. De R.L.;Dispensas Especiales;Zolitur;Con Lugar;1;287784
8968;319;1;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Dispensas Oficiales;Embajadas;Con Lugar;1;14548
8969;319;1;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Dispensas Oficiales;Embajadas;Con Lugar;1;5155
8970;319;1;Embajada Del  Japon En Honduras;Embajada Del  Japon  En Honduras;Dispensas Oficiales;Embajadas;Con Lugar;1;181143
8971;319;1;Embajada De La Republica Federal De Alemania;Embajada De La Republica Federal De Alemania;Dispensas Oficiales;Embajadas;Con Lugar;1;5230
8972;319;1;Fundacion Uniendo America De Honduras;Club Rotario San Miguel Heredia;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;881427
8973;319;1;Union Europea;Programa Promoviendo Una Justicia Rápida Y Accesible En Honduras-Eurojusticia Convenio De Financiación N° Dci-Ala 2013 023 720.;Dispensas Oficiales;Union Europea;Con Lugar;1;24922686
8974;319;1;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Solicitud De Venta De Veh;Venta Libre Embajadas;Con Lugar;1;5135625
8975;319;1;Asociacion Amor Cristiano Internacional De Tegucigalpa Orfanatorio Emmanuel;Asociacion Brigadas De Amor Cristiano;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;1110963
8976;319;1;Geotermica Platanares S.A .De C.V.  (Geoplatanares);Proyecto Geotermica Platanares;Dispensas Especiales;Energia Hidroelectrica;Con Lugar;1;2590627
8977;319;1;Geotermica Platanares S.A .De C.V.  (Geoplatanares);Proyecto Geotermica Platanares;Dispensas Especiales;Energia Hidroelectrica;Con Lugar;1;9468369
8978;319;1;Geotermica Platanares S.A .De C.V.  (Geoplatanares);Proyecto Geotermica Platanares;Dispensas Especiales;Energia Hidroelectrica;Con Lugar;1;57237437
8979;319;1;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;16596
8980;319;1;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;63546
8981;319;1;Fundacion Para La Vivienda Cooperativa Chf Internacional;Programa Fortalecimiento De La Respuesta Nacional Para La Promocion Y Proteccion De La Salud En Vih;Dispensas Oficiales;Fundacion Para La Vivienda Cooperativa Chf;Con Lugar;1;774981
8982;319;1;Fundacion Para La Vivienda Cooperativa Chf Internacional;Programa Fortalecimiento De La Respuesta Nacional Para La Promocion Y Proteccion De La Salud En Vih;Dispensas Oficiales;Fundacion Para La Vivienda Cooperativa Chf;Con Lugar;1;1753942
8983;319;1;Milton Leonardo Funes Aleman;Milton Leonardo Funes Aleman;Dispensas Especiales;Hondureño Ausente;Con Lugar;1;5650
8984;319;1;Embajada De Los Estados Unidos De America;Direccion General De Migracion Y Extranjeria;Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;1;21543353
8985;319;1;Smartsolar S.A De C.V;Proyectos De Generacion De Energia Solar;Dispensas Especiales;Suplidora De Productos Para La Generacion De Energia;Con Lugar;1;5704186
8986;319;1;Geotermica Platanares S.A .De C.V.  (Geoplatanares);Proyecto Geotermica Platanares;Dispensas Especiales;Energia Hidroelectrica;Con Lugar;1;2747136
8987;319;1;Esfuerzos Para El Alivio De Centro America;Esfuerzos Para El Alivio De Centro America;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;21045
8988;319;1;Universidad Nacional Autonoma De Honduras;Universidad  Nacional Autonoma De Honduras;Dispensas Oficiales;Universidad Nacional Autonoma De Honduras;Con Lugar;1;743557025
8989;319;1;Hidroelectrica Cuyagual  S.A.De C.V.;Proyecto Hidroelectrico Santa Lucia;Dispensas Especiales;Energia Hidroelectrica;Con Lugar;1;8741206
8990;319;1;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;Cepudo;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;1541101
8991;319;1;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;Cepudo;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;2082946
8992;319;1;Embajada De Los Estados Unidos De America;Alejandro Fernandez;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;161625
8993;319;1;Empresa Nacional De Energia Electrica  Enee;Empresa Nacional De Energia Electrica  Sinohydro Corporation Limited;Dispensas Oficiales;Empresa Nacional De Energia Electrica;Con Lugar;1;26774221
8994;319;1;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;12880
8995;319;1;Roberto Micheletti Bain;Roberto Micheletti Bain;Solicitud De Venta De Veh;Venta Previo Pago Diputados;Con Lugar;1;30800
8996;319;1;Stewart Charles Vare;Stewart Charles Vare;Solicitud De Venta De Veh;Venta Previo Pago;Con Lugar;1;37500
8997;319;1;Cruz Roja  Hondureña;Cruz Roja Hondureña;Dispensas Especiales;Cruz Roja Hondureña / Donaciones;Con Lugar;1;20675
8998;319;1;Villas Corporacion S.A De C.V. (Vicorsa);Villas Corporacion S.A De C.V. (Vicorsa);Dispensas Especiales;Zolitur;Con Lugar;1;7875443
8999;319;1;Anthonys Key Hotel Corporation S.A. De C.V.;Anthonys Key Hotel Corporation S.A. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;4290674
9000;319;1;Anthonys Key Hotel Corporation S.A. De C.V.;Anthonys Key Hotel Corporation S.A. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;3412404
9001;319;1;Anthonys Key Hotel Corporation S.A. De C.V.;Anthonys Key Hotel Corporation S.A. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;1407511
9002;319;1;Banco Centroamericano De Integracion Economica;Erick Noe Chacon Castro;Solicitud De Venta De Veh;Venta Para Funcionarios Del Bcie;Con Lugar;1;33650
9003;319;1;Banco Centroamericano De Integracion Economica;Ruben Reinaldo  Mendez;Solicitud De Venta De Veh;Venta Para Funcionarios Del Bcie;Con Lugar;1;30250
9004;319;1;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;Cepudo;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;5582
9005;319;1;Sri Inc S.A.;Sri Inc S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;734363
9006;319;1;Roatan Motor Sports, S.A;Roatan Motor Sports, S.A;Dispensas Especiales;Zolitur;Con Lugar;1;582624
9007;319;1;Sociedad Inversiones M & M S.A.;Inversiones M & M S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;3703326
9008;319;1;Sri Inc S.A.;Sri Inc S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;571515
9009;319;1;Martinez Construction S.A De C.V;Martinez Construction S.A De C.V;Dispensas Especiales;Zolitur;Con Lugar;1;2133798
9010;319;1;Sielsol S De R.L.;Sielsol  S. De R.L.;Dispensas Especiales;Enegia Solar;Con Lugar;1;6672696
9011;319;1;Corporacion Centroamericana De Servicios De Navegacion Aerea  Cocesna;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Dispensas Oficiales;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Con Lugar;1;12214
9012;319;1;Corporacion Centroamericana De Servicios De Navegacion Aerea  Cocesna;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Dispensas Oficiales;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Con Lugar;1;665644
9013;319;1;Corporacion Centroamericana De Servicios De Navegacion Aerea  Cocesna;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Dispensas Oficiales;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Con Lugar;1;529352
9014;319;1;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Solicitud De Venta De Veh;Venta Libre Organismos Internacionales;Con Lugar;1;493269
9015;319;1;Iglesia Catolica De Honduras;Diocesis De Yoro Parroquia Nuestro Señor De Esquipulas Victoria;Dispensas Especiales;Iglesia Catolica De Honduras;Con Lugar;1;23250
9016;319;1;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;38601671
9017;319;1;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;3925495
9018;319;1;Banco Centroamericano De Integracion Economica;Omar Antonio Francisco Martinez Villada;Dispensas Oficiales;Funcionarios Del Banco Centroamericano De Integracion Bcie;Con Lugar;1;27800
9019;319;1;Victoria Cavendish Realty Limitada, S.A.;Victoria Cavendish Realty Limitada, S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;26887
9020;319;1;Mundo Electrico, S. De R.L. De C.V.;Mundo Electrico, S. De R.L. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;1033717
9021;319;1;Roatan Island Dream Enterprises, S.A.;Roatan Island Dream Enterprises, S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;3550879
9022;319;1;Utila Power Company  S.A. De C.V.;Utila Power Company S.A De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;30774
9023;319;1;Roatan Electric Company, S. A.De C. V., (Reco S.A. De C. V.);Roatan Electric Company, S. A.De C. V., (Reco S.A. De C. V.);Permisos Especiales De Im;Zolitur;Con Lugar;1;1228575
9024;319;1;Sielsol S De R.L.;Sielsol  S. De R.L.;Dispensas Especiales;Enegia Solar;Con Lugar;1;14192
9025;319;1;Sielsol S De R.L.;Sielsol  S. De R.L.;Dispensas Especiales;Enegia Solar;Con Lugar;1;6599708524
9026;319;2;Embajada De Brasil;Embajada De Brasil;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;35900
9027;319;2;Empresa Nacional De Energia Electrica  Enee;Empresa Nacional De Energia Electrica  Sinohydro Corporation Limited;Dispensas Especiales;Aclaratoria Dispensas Especiales;Con Lugar;1;6033466
9028;319;2;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Solicitud De Venta De Veh;Aclaratoria Solicitud De Venta De Vehículos;Con Lugar;2;504190
9029;319;2;National Holiness Missionary Society;National Holiness Missionary Society;Solicitud De Venta De Veh;Aclaratoria Solicitud De Venta De Vehículos;Con Lugar;1;1663332
9030;319;2;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;4610634
9031;319;2;Hidroelectrica El Volcan, S.A. De C.V. (Hidrovolcan);Proyecto Hidroelectrico El Tornillito;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;477156
9032;319;2;Corporacion Centroamericana De Servicios De Navegacion Aerea  Cocesna;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;1137831
9033;319;2;Empresa Nacional De Energia Electrica  Enee;Empresa Nacional De Energia Electrica Enee;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;1599114
9034;319;2;Electrotecnia S.A De C.V;Proyecto Hidroelectrico La Gloria;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;2588422
9035;319;2;Roatan Island Dream Enterprises, S.A.;Roatan Island Dream Enterprises, S.A.;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;322362
9036;319;2;Embajada De Los Estados Unidos De America;Victor Manuel Perez;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;4024782
9037;319;2;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;36500
9038;319;2;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;25500
9039;319;2;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;603556
9040;319;2;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;282979
9041;319;2;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;6364111
9042;319;2;Inversiones Corporativas Oro Verde S.A. De C.V.;Inversiones Corporativas Oro Verde S.A. De C.V.;Permisos Especiales De Im;Zonas Libres;Con Lugar;1;45900
9043;319;2;Cruz Roja  Hondureña;Cruz Roja Hondureña;Dispensas Especiales;Cruz Roja Hondureña / Compras;Con Lugar;1;23900
9044;319;2;Zona Industrial Para Exportacion Y Zona Libre Calpules S.A (Zip Calpules);Zip Calpules;Solicitud De Venta De Veh;Venta  Previo Pago De Vehiculo Adquirido Con Permiso Especial De Imp. Temp.;Con Lugar;1;36000
9045;319;2;Fuerza De Tarea Conjunta Bravo;Fuerza De Tarea Conjunta Bravo;Dispensas Oficiales;Fuerza De Tarea Conjunto Bravo;Con Lugar;1;119396794
9046;319;2;Fuerza De Tarea Conjunta Bravo;Fuerza De Tarea Conjunta Bravo;Dispensas Oficiales;Fuerza De Tarea Conjunto Bravo;Con Lugar;1;164647212
9047;319;2;Fuerza De Tarea Conjunta Bravo;Fuerza De Tarea Conjunta Bravo;Dispensas Oficiales;Fuerza De Tarea Conjunto Bravo;Con Lugar;1;37857
9048;319;2;Fuerza De Tarea Conjunta Bravo;Fuerza De Tarea Conjunta Bravo;Dispensas Oficiales;Fuerza De Tarea Conjunto Bravo;Con Lugar;1;1502178
9049;319;2;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;La Asociacion  Capacitacion., Educacion Produccion, Unificacion, Desarrollo, Y Organizacion;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;982235
9050;319;2;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;La Asociacion  Capacitacion., Educacion Produccion, Unificacion, Desarrollo, Y Organizacion;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;2901301
9051;319;2;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Programa De Las Naciones Unidas Desarrollo (Pnud);Dispensas Oficiales;Programa De Las Naciones Unidas Para El Desarrollo P.N.U.D.;Con Lugar;1;2559866
9052;319;2;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Proyecto 00087688 Apoyo A Gestion Estrategica De Hondutel;Dispensas Oficiales;Programa De Las Naciones Unidas Para El Desarrollo P.N.U.D.;Con Lugar;1;7276288
9053;319;2;Agencia De Cooperacion Internacional Del Japon (Jica);Agencia De Cooperacion Internacional Del Japon Jica;Dispensas Oficiales;Agencia De Cooperacion Internacional Del Japon  Jica;Con Lugar;1;142151
9054;319;2;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Dispensas Oficiales;Escuela Agricola Panamericana (El Zamorano);Con Lugar;1;28900
9055;319;2;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Dispensas Oficiales;Escuela Agricola Panamericana (El Zamorano);Con Lugar;1;26800
9056;319;2;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Dispensas Oficiales;Escuela Agricola Panamericana (El Zamorano);Con Lugar;1;27100
9057;319;2;Union Europea;Instituto Nacional De Conservacion  Y Desarrollo Forestal Areas Protegidas Y Vida Silvestre Icf;Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;2;397000
9058;319;2;Mca-Honduras;Proyecto Alianza Para El Corredor Seco Acs Usaid Fintrac;Dispensas Oficiales;Cuenta Del Milenio;Con Lugar;1;11560306
9059;319;2;Cooperativa Americana De Remesas Al Exterior  Care Internacional  En Honduras;Care Internacional;Dispensas Oficiales;Cooperativa Americana De Remesas Al Exterior Care;Con Lugar;1;4332966
9060;319;2;Asociacion Mision Lazaro Honduras;Asociacion Mision Lazaro Honduras;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;6564685
9061;319;2;Cooperativa Americana De Remesas Al Exterior  Care Internacional  En Honduras;Care Internacional;Dispensas Oficiales;Cooperativa Americana De Remesas Al Exterior Care;Con Lugar;1;4332966
9062;319;2;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Dispensas Oficiales;Embajadas;Con Lugar;1;22947
9063;319;2;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Dispensas Oficiales;Embajadas;Con Lugar;1;4649
9064;319;2;Fundacion Para La Vivienda Cooperativa Chf Internacional;Conjunto De Servicios Integrados De Its Y Vih Para Poblaciones Clave Y Vulnerables En Honduras;Dispensas Oficiales;Fundacion Para La Vivienda Cooperativa Chf;Con Lugar;1;1400
9065;319;2;Fundacion Para La Vivienda Cooperativa Chf Internacional;Fundacion Para La Vivienda Cooperativa ( Chf Internacional);Dispensas Oficiales;Fundacion Para La Vivienda Cooperativa Chf;Con Lugar;1;29026
9066;319;2;Fundacion Para La Vivienda Cooperativa Chf Internacional;Conjunto De Servicios Integrados De Its Y Vh Para Poblaciones Clave Y Vulnerables En Honduras.;Dispensas Oficiales;Fundacion Para La Vivienda Cooperativa Chf;Con Lugar;1;47694
9067;319;2;Organismo Internacional Regional De Sanidad Agropecuaria  Oirsa;Organismo Internacional Regional De Sanidad Agropecuaria Oirsa;Dispensas Oficiales;Organismo Internacional Regional De Sanidad Agropecuaria Oirsa;Con Lugar;1;113465
9068;319;2;Embajada De Los Estados Unidos De America;Katherine Lindsay Suplick;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;465305
9069;319;2;Embajada De Los Estados Unidos De America;Christopher Jeffrey Budzban;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;46606
9070;319;2;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;56396
9071;319;2;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;31990
9072;319;2;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;23775
9073;319;2;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;69000
9074;319;2;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;62600
9075;319;2;Embajada De Los Estados Unidos De America;Elice Danielle Browne;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;2494012
9076;319;2;Fondo De Las Naciones Unidas Para La Infancia (Unicef);Fondo De Las Naciones Unidas Para La Infancia (Unicef Honduras);Dispensas Oficiales;Fondo De Las Naciones Unidas Para La Infancia Unicef;Con Lugar;1;922516
9077;319;2;Fondo De Las Naciones Unidas Para La Infancia (Unicef);Fondo De Las Naciones Unidas Para La Infancia (Unicef Honduras);Dispensas Oficiales;Fondo De Las Naciones Unidas Para La Infancia Unicef;Con Lugar;1;4108413
9078;319;2;Fondo De Las Naciones Unidas Para La Infancia (Unicef);Fondo De Las Naciones Unidas Para La Infancia (Unicef Honduras);Dispensas Oficiales;Fondo De Las Naciones Unidas Para La Infancia Unicef;Con Lugar;1;2331089
9079;319;2;Friend Ship Corporation;Friend Ship Corporation;Solicitud De Venta De Veh;Venta  Previo Pago De Vehiculo Adquirido Con Permiso Especial De Imp. Temp.;Con Lugar;1;21150
9080;319;2;Casa Presidencial;Casa Presidencial;Dispensas Oficiales;Donaciones Sector Publico (Decreto 18-90);Con Lugar;1;99440
9081;319;2;Secretaria De Salud;Region Departamental De Gracias A Dios : Villeda Morales Y Puerto Lempira;Dispensas Oficiales;Donaciones Sector Publico (Decreto 18-90);Con Lugar;1;27484
9082;319;2;Energia  Eolica De Honduras S.A.;Energia Eolica De Honduras S.A.;Dispensas Especiales;Energia Eolica;Con Lugar;1;26310375
